,teamname,outs,base_state_retro,chosen_runner_strategy,model_optimal_strategy,chosen_strategy_payoff,model_optimal_payoff,payoff_diff,sp1,sp2,speed_1b,speed_2b,speed_3b,arm_strength
2171,BOS,1,110,[],[2],0.0,0.0346815999999999,-0.0346815999999999,0.05078189319917471,0.9423973050174613,26.0,25.9,,90.1
2172,BOS,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.38735441325097614,0.9964644060503074,26.0,25.9,,90.1
2173,BOS,1,110,[],[],0.0,0.0,0.0,0.00017954865800344082,0.0011252739092691049,27.6,24.9,,91.2
2174,HOU,1,11,[],[],0.0,0.0,0.0,0.007032226295256037,0.004339701255636669,,28.2,27.6,100.7
2175,HOU,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.5887118969105382,0.999851075576718,26.3,,26.9,92.1
2176,HOU,0,110,[],[],0.0,0.0,0.0,0.00021646837264439919,0.07449245923797942,28.2,27.6,,98.2
2177,HOU,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.22173753254764683,0.9833540743921616,28.2,27.6,,100.7
2178,BOS,0,11,[3],"[2, 3]",0.28,0.4530015999999999,-0.17300159999999987,0.8183824314056853,0.9958453033897793,,26.2,27.1,91.2
2180,HOU,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.4017699995586801,0.9889690145916122,26.3,26.3,,89.4
2181,HOU,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.045653698502057166,0.9885162985236428,29.4,,26.9,89.4
2182,HOU,0,110,[],[2],0.0,0.6679999999999999,-0.6679999999999999,0.6103931712379304,0.9957410308326934,29.4,26.9,,88.2
2184,OAK,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.11323197414770285,0.9954830342521611,27.3,,27.3,90.1
2185,HOU,1,11,[3],[3],-0.59,0.3941032,-0.9841032,0.014644120922452378,0.6325301731027118,,25.5,26.3,90.0
2186,BAL,1,101,[],[3],0.0,0.5287536,-0.5287536,0.0020045637280811887,0.7692397527530931,27.7,,26.7,90.1
2187,KCA,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5589999999999999,0.0,0.9967017555614553,0.9999131326012941,,28.6,27.6,99.3
2188,HOU,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.1509345711773883,0.9880984322649068,26.3,26.3,,95.4
2190,KCA,1,110,[],[],0.0,0.0,0.0,0.008271988881567504,0.4195678345830938,27.6,27.7,,101.3
2191,MIN,1,101,[3],[3],0.7290000000000001,0.4369740000000001,0.292026,9.147150825059509e-05,0.6614402611042592,26.6,,29.3,91.6
2194,KCA,0,110,[],[2],0.0,0.4453952,-0.4453952,0.3573677881542709,0.7654560241328273,30.5,27.6,,96.1
2196,ATL,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.5797817170094701,0.9982828102488941,26.0,28.1,,91.6
2200,KCA,0,11,[3],[3],0.28,0.2538496,0.026150400000000018,0.044494950154467874,0.9361695485282585,,24.3,25.8,98.8
2201,KCA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.16198316337076268,0.9881626828077834,27.3,,26.3,99.7
2203,OAK,1,11,[],[3],0.0,0.5204336,-0.5204336,0.0031311771196870512,0.7514834079938016,,26.2,28.4,96.1
2207,KCA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.17555424909784906,0.9998892333258717,25.8,,30.5,92.8
2208,CHA,1,101,[3],[],0.7290000000000001,0.0,0.7290000000000001,3.234389347813965e-05,0.052097952878824245,22.8,,28.7,97.4
2209,DET,1,101,[],[],0.0,0.0,0.0,1.9276074072628144e-05,0.0063235774498481565,28.1,,27.4,96.1
2211,WAS,1,110,[],[],0.0,0.0,0.0,0.0005564871979881935,0.5576608299606396,25.1,28.5,,97.4
2212,KCA,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.00047022173117086945,0.34870415632237617,25.8,30.5,,102.6
2213,KCA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.07350638073263954,0.9940513293921207,30.3,,28.7,93.2
2214,KCA,0,110,[],[],0.0,0.0,0.0,0.0007968013231384735,0.000542446147187054,24.3,26.3,,94.7
2215,KCA,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.0023236595617606983,0.45706547872161646,28.6,30.5,,93.2
2218,KCA,1,101,"[3, 1]","[1, 3]",0.829,0.8156584,0.013341599999999953,0.9503630923704371,0.999544232573008,30.5,,24.3,91.7
2221,ANA,1,110,"[2, 1]","[1, 2]",0.1469999999999999,0.0868199999999999,0.06018000000000001,0.8464492593267154,0.9996453385993623,26.8,26.9,,85.9
2222,LAN,0,101,[3],"[1, 3]",-0.0649999999999999,0.0860252000000001,-0.1510252,0.9643407437628679,0.9999949330202863,26.9,,27.2,91.6
2223,LAN,1,110,[],[2],0.0,0.0143632,-0.0143632,0.10609053973043713,0.8685837391887912,26.7,27.2,,91.6
2225,LAN,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.998543592170817,0.9999062302238867,,27.0,26.1,91.6
2226,KCA,0,110,[],[2],0.0,0.5010463999999999,-0.5010463999999999,0.08328716825580883,0.8095443108886089,26.3,24.3,,93.7
2228,TBA,0,101,"[3, 1]",[],0.098,0.0,0.098,0.0054973320782922995,0.4279875629797518,28.8,,28.4,97.4
2229,KCA,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.670514571179047,0.9974578737446806,30.3,,26.3,87.1
2230,KCA,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.3977037140213298,0.9941711560743243,26.3,27.1,,92.1
2231,DET,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.05151540280954721,0.9952646996478075,23.1,28.1,,85.9
2232,KCA,0,110,"[2, 1]",[2],-0.554,0.6679999999999999,-1.222,0.767197893395063,0.9981643136366094,28.6,27.1,,95.0
2233,DET,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.057436654670950466,0.9966974656227439,28.1,,28.5,97.4
2234,MIN,1,110,[],[],0.0,0.0,0.0,0.07729678645876359,0.7734000974153444,26.6,26.5,,91.6
2235,MIN,1,101,[3],[3],-0.498,0.0448247999999999,-0.5428247999999999,0.0033382699359750085,0.19146482589578462,29.3,,27.4,97.4
2239,KCA,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.1556544884384696,0.9654689154728873,30.5,28.2,,98.6
2240,SLN,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.04478457789093579,0.962554567174943,28.5,28.8,,95.4
2248,HOU,1,101,[],[3],0.0,0.1115736,-0.1115736,0.0001832651900448127,0.2710059946740948,28.1,,29.4,85.9
2249,KCA,1,11,[3],"[2, 3]",0.737,0.7714724000000001,-0.03447240000000007,0.9559245057735686,0.993464065472589,,30.3,27.6,99.3
2250,HOU,0,11,[],[],0.0,0.0,0.0,0.0011507567287665102,0.24388988777480577,,26.3,26.3,97.4
2252,HOU,1,110,[],[],0.0,0.0,0.0,0.001664788809880097,0.007247009167014014,26.3,26.3,,95.4
2253,CLE,1,11,[3],[3],0.737,0.737,0.0,0.6576327120412544,0.9941272752024656,,27.4,28.3,91.6
2255,KCA,1,11,[3],[3],0.737,0.737,0.0,0.8206222310665643,0.9884611654215203,,27.7,27.2,94.3
2257,TOR,0,110,[],[2],0.0,0.0929375999999999,-0.0929375999999999,0.003993542325816768,0.3831322767177195,28.5,26.4,,95.4
2258,TOR,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.15542867503151986,0.9596749723134462,28.8,28.1,,95.4
2259,TOR,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.6997420405187514,0.9975870430331968,28.5,26.4,,95.4
2260,ANA,0,11,[3],"[2, 3]",0.28,0.2998928,-0.01989279999999999,0.5699918668210301,0.996361735038475,,29.5,28.0,96.1
2261,OAK,1,110,[],[],0.0,0.0,0.0,0.016732071936632675,0.6163462567432464,29.6,26.2,,95.4
2264,TEX,1,11,[3],[3],0.737,0.737,0.0,0.820989685221778,0.9995285802574091,,27.8,28.7,93.1
2265,TEX,1,11,"[3, 2]","[2, 3]",0.779,0.7089752,0.0700248,0.8745217142023584,0.948403952669667,,28.7,29.0,95.4
2266,HOU,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.205053685828279,0.995709073096662,28.4,,26.6,93.1
2267,ANA,1,11,[3],"[2, 3]",0.737,0.7168292,0.020170799999999933,0.6957518231226628,0.9849045738707662,,28.6,27.7,101.3
2268,ANA,1,110,[],[],0.0,0.0,0.0,0.00045296301365722354,0.13075363147873142,26.9,26.8,,88.5
2270,ANA,0,11,[3],[3],0.28,0.28,0.0,0.4856425963488037,0.9867969230515855,,26.9,26.8,93.6
2271,ANA,0,110,[],[2],0.0,0.3711935999999999,-0.3711935999999999,0.09986679466036873,0.6758489437770775,26.2,26.9,,93.4
2275,HOU,1,101,[3],"[1, 3]",0.7290000000000001,0.7311616,-0.0021615999999998747,0.5461601041517525,0.9983592032298002,28.1,,23.2,97.8
2280,ANA,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.11980753760172858,0.9832742337183886,25.2,25.0,,94.3
2281,ANA,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.019516756437599585,0.9601886426479918,25.0,,26.9,94.3
2282,SFN,1,11,[3],[3],0.737,0.6557876,0.08121239999999996,0.2614236907666633,0.9237653261953555,,26.2,26.1,97.8
2283,ANA,0,101,[3],"[1, 3]",-0.0649999999999999,0.0501008,-0.1151007999999999,0.8696119040393423,0.9977410511306143,28.6,,24.7,91.2
2284,ANA,0,110,[2],[2],-0.6960000000000001,0.4732207999999999,-1.1692208,0.02471368560971234,0.787878529467911,26.9,27.8,,97.2
2285,ANA,1,11,[],[3],0.0,0.2316783999999999,-0.2316783999999999,0.030662086764146296,0.44768124970421386,,27.8,26.8,93.2
2286,CIN,1,110,[],[],0.0,0.0,0.0,0.23239262805491095,0.7779520674505106,28.3,27.6,,92.1
2287,BAL,1,110,[],[],0.0,0.0,0.0,1.4281937953173554e-05,0.0019111267502576945,27.3,28.8,,97.8
2288,BAL,1,101,[],[3],0.0,0.4870356,-0.4870356,0.0013183460864095013,0.7146163712880039,28.2,,27.0,92.1
2289,BAL,1,110,[],[],0.0,0.0,0.0,0.07574665615571347,0.4946004165453485,27.4,26.7,,92.1
2297,TEX,1,110,[],[],0.0,0.0,0.0,0.7449518914684107,0.41768123185182726,29.0,26.8,,92.1
2300,MIN,1,110,[],[],0.0,0.0,0.0,0.014587563581414926,0.0339800393632108,25.4,26.6,,87.5
2301,MIN,1,110,[],[2],0.0,0.0245224,-0.0245224,0.012141670723354295,0.9124753339484369,25.4,26.6,,90.1
2302,MIN,1,110,[],[],0.0,0.0,0.0,0.07042874197052519,0.22108820751426372,25.0,26.5,,91.2
2303,MIN,1,110,[],[],0.0,0.0,0.0,0.0001273828213757072,0.21972568091573544,25.4,28.7,,91.8
2304,WAS,1,110,[2],[],0.0549999999999999,0.0,0.0549999999999999,0.02675535801527985,0.698424536475525,28.8,28.0,,101.3
2305,NYA,1,110,[],[],0.0,0.0,0.0,0.27320960093860747,0.08375157535312999,27.8,27.7,,88.5
2306,NYA,0,110,[],[2],0.0,0.5288719999999999,-0.5288719999999999,0.163908510900954,0.8646199369468698,27.7,25.1,,90.8
2308,MIN,0,110,[],[],0.0,0.0,0.0,0.014117550544932545,0.007494719303932812,27.6,27.2,,89.5
2309,MIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.02979767302666972,0.9946642491262486,28.7,,28.6,98.2
2310,CHN,1,11,[3],[3],0.737,0.737,0.0,0.5595303007180819,0.9982402233134544,,27.7,28.4,90.8
2311,CHN,1,110,[],[],0.0,0.0,0.0,8.193047071712992e-05,0.03291894443811432,26.2,28.6,,101.3
2314,MIN,0,110,[],[],0.0,0.0,0.0,0.043594719525962194,0.021696343653383125,27.6,29.3,,93.4
2315,SFN,0,11,[],[],0.0,0.0,0.0,0.07577401606585307,0.13573464593713477,,28.1,26.0,101.2
2316,MIN,1,11,[3],"[2, 3]",0.737,0.7564171999999999,-0.019417199999999912,0.9003180120660551,0.9853598194951438,,26.5,28.0,94.3
2317,SFN,1,110,[],[],0.0,0.0,0.0,4.8275117970109575e-06,0.0001444093158337689,27.4,26.1,,101.3
2318,SFN,1,110,[2],[2],0.0549999999999999,0.0346815999999999,0.0203184,0.1383459018229553,0.9506810430149871,26.0,25.8,,101.3
2319,MIN,0,110,[],[2],0.0,0.2320655999999999,-0.2320655999999999,0.008217699810340763,0.5191998199493273,26.6,25.4,,99.1
2322,CLE,1,110,[],[],0.0,0.0,0.0,0.0002946518294681815,0.0051347974889903196,29.2,28.3,,101.3
2323,MIN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.750838187073427,0.9936363680582759,25.4,27.0,,86.5
2324,DET,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9852793749283545,0.9991245613159397,,27.2,27.2,101.3
2325,MIN,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.39419254226359257,0.9905766538083758,26.5,28.6,,92.1
2327,BOS,1,110,[],[],0.0,0.0,0.0,0.00032000193381269323,0.08945448690822078,28.3,27.7,,93.0
2328,MIN,0,110,[],[],0.0,0.0,0.0,0.00013703232816974364,0.030471904984448604,25.4,28.7,,93.6
2329,MIN,1,110,[2],[2],-0.443,0.0549999999999999,-0.4979999999999999,0.6181336619209976,0.9984237859367611,25.4,28.7,,93.6
2330,MIN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0020524746356861663,0.7117200882409578,25.4,,26.6,97.4
2331,KCA,0,101,[3],"[1, 3]",-0.0649999999999999,0.0620756000000001,-0.1270756,0.9213718435907748,0.9999006629513962,30.5,,28.2,93.0
2332,MIN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.9545420352123354,0.9996247152895901,25.4,26.6,,90.0
2333,BAL,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.033561969650377034,0.9518423904501324,27.7,,26.7,93.0
2335,CHA,1,110,[],[2],0.0,0.0549999999999999,-0.0549999999999999,0.2634392737265471,0.9928404638524247,27.2,27.3,,93.0
2336,MIN,1,110,[],[],0.0,0.0,0.0,0.00019435152744358037,0.01027565858062708,28.0,27.4,,92.8
2337,MIN,0,11,[3],[3],0.28,0.1132911999999998,0.1667088000000002,0.04801227147729192,0.8220519147953053,,28.6,26.5,96.9
2338,SEA,1,110,[],[],0.0,0.0,0.0,0.0003312724424116431,0.038959181563690604,28.0,25.0,,93.0
2339,MIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.008535442819612483,0.9859732026715372,26.5,,28.6,93.1
2340,SEA,1,11,"[3, 2]",[],0.779,0.0,0.779,0.017912928367973733,0.17807256846312483,,26.4,26.7,101.3
2341,MIN,1,11,[3],[3],0.737,0.737,0.0,0.6177297511815787,0.9930783760761754,,28.0,26.6,95.3
2342,ARI,0,110,[2],[],0.6679999999999999,0.0,0.6679999999999999,3.076931877470356e-05,0.0024067067728340574,30.0,28.1,,101.3
2343,MIN,1,11,[],[],0.0,0.0,0.0,0.00843567160353499,0.08707763150381556,,28.0,28.2,95.0
2344,MIN,1,110,[],[2],0.0,0.0245224,-0.0245224,0.02544863325412743,0.8987446395745979,27.6,27.0,,92.1
2345,PIT,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.03351238480501414,0.9758987873196857,27.8,29.7,,93.0
2346,MIN,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.18542614548691413,0.9970607774001563,26.6,,25.4,100.4
2347,MIN,1,110,[],[],0.0,0.0,0.0,0.00011258721065364302,0.0001113947128979338,27.6,25.4,,91.9
2348,MIN,1,110,[],[2],0.0,0.0245224,-0.0245224,0.42855817248038314,0.9060817614956337,26.5,28.0,,91.9
2352,TEX,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.17723879236871334,0.9898581056648795,29.1,29.1,,101.2
2353,TEX,0,110,[],[],0.0,0.0,0.0,0.0004761529164388485,0.0020954948625387495,25.7,27.3,,101.2
2354,CLE,0,11,[3],[3],0.28,0.2669248000000001,0.013075199999999954,0.3216146704355277,0.9697362332481371,,29.2,27.9,101.3
2355,MIN,1,101,[],[],0.0,0.0,0.0,0.00016976407746382096,0.057624632130008666,28.0,,27.4,94.0
2356,TBA,1,110,[],[],0.0,0.0,0.0,0.12525819126049537,0.6523145732489406,28.7,28.4,,95.7
2360,NYA,1,11,[3],[3],0.737,0.737,0.0,0.5724310930070059,0.9977272463914397,,26.4,28.4,91.1
2362,NYA,0,110,[],[],0.0,0.0,0.0,0.005995822004270887,0.06906368705394135,26.7,25.7,,101.3
2363,NYA,1,110,[2],[2],0.0549999999999999,0.0448407999999999,0.0101592,0.029226115443330213,0.9684265220423437,24.7,28.4,,95.4
2366,TOR,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.007736370574146195,0.9712326133173413,23.7,28.5,,95.9
2370,OAK,1,110,[],[],0.0,0.0,0.0,0.0003992539584845682,0.08096894583646666,27.1,27.3,,98.3
2371,NYA,1,110,[],[],0.0,0.0,0.0,0.08376901382545018,0.02195642054622403,28.4,27.3,,92.6
2372,NYA,0,110,[],[2],0.0,0.4268448000000001,-0.4268448000000001,0.018728012398762546,0.730812898839182,25.6,27.3,,101.2
2373,NYA,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.0389043375463066,0.9798238434719218,25.7,,24.7,97.1
2374,NYA,1,101,[3],[3],0.502,0.7290000000000001,-0.2270000000000001,0.410163531290218,0.9999228298926404,25.1,,27.7,90.0
2375,BAL,1,110,[],[2],0.0,0.0448407999999999,-0.0448407999999999,0.02598462597700306,0.9584927653749892,28.7,30.1,,95.9
2376,BAL,1,101,"[3, 1]",[3],0.829,0.3618816,0.46711839999999993,0.0003746640906423515,0.5585555602622078,27.0,,28.8,95.9
2378,NYA,1,110,[1],[],-0.443,0.0,-0.443,0.007651508565478622,0.8054424813338501,26.4,27.3,,93.1
2379,SEA,0,110,[2],[2],0.6679999999999999,0.6401743999999999,0.027825600000000006,0.038315107345666184,0.9690786928110461,25.0,29.6,,98.3
2380,SEA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.004982888104777687,0.9950170865976782,25.0,,29.6,98.3
2383,NYA,0,110,[],[2],0.0,0.0651119999999998,-0.0651119999999998,0.0001829983614992853,0.35383520290953463,24.4,28.4,,88.7
2384,NYA,1,11,"[3, 2]","[2, 3]",0.779,0.435466,0.343534,0.8564439884588643,0.6562844624734702,,28.8,27.3,99.7
2385,BAL,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.4712701352354286,0.9950059497775874,26.7,27.0,,98.3
2386,BAL,0,110,[2],[2],0.6679999999999999,0.3990191999999999,0.2689808,0.010955755574417202,0.699324390312915,28.9,28.2,,98.3
2388,BAL,1,11,[],[],0.0,0.0,0.0,0.0006656189802342593,0.0598278221001302,,26.5,28.2,98.3
2392,NYA,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.4199848,0.13901519999999995,0.8005807490763904,0.9819558802339086,,28.8,27.7,99.3
2395,NYA,1,11,[],[],0.0,0.0,0.0,0.028458718551829666,0.09783594858468056,,26.4,26.7,91.2
2397,NYA,0,110,[],[],0.0,0.0,0.0,0.015220616508061238,0.08964679632351674,24.4,26.4,,90.2
2401,NYA,1,110,[],[],0.0,0.0,0.0,0.021213718357064915,0.00305977162935871,28.4,24.4,,97.8
2404,ARI,1,110,[],[],0.0,0.0,0.0,3.882994959390456e-05,0.014642029662224483,27.7,27.2,,95.9
2406,NYA,0,11,[],[3],0.0,0.1688608,-0.1688608,0.0461960942698659,0.8870048258420695,,27.8,27.3,88.6
2407,ANA,0,110,[],[2],0.0,0.2042399999999999,-0.2042399999999999,0.36707863849271394,0.5000361319669195,27.8,29.5,,88.2
2408,ANA,1,110,[],[],0.0,0.0,0.0,0.06304215586916566,0.40260883871143993,27.8,29.5,,88.2
2411,CLE,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.0020330173827031303,0.9176790964314104,28.1,,29.2,88.2
2413,CLE,0,110,[],[2],0.0,0.6401743999999999,-0.6401743999999999,0.9424489560945087,0.9847988066337636,29.4,28.1,,88.2
2414,CLE,0,110,[],[],0.0,0.0,0.0,7.619338210704911e-06,0.01570257524849756,25.4,29.2,,94.3
2415,NYN,0,110,[2],[2],0.6679999999999999,0.6679999999999999,0.0,0.2756354504073441,0.9958237804447493,27.1,28.0,,94.3
2423,TEX,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.26301135352107013,0.996366920865151,25.8,26.8,,94.3
2425,ARI,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.47810493804301224,0.9858599897152014,30.1,26.4,,94.3
2426,HOU,0,110,"[2, 1]",[2],0.486,0.6401743999999999,-0.15417439999999993,0.9255230573090487,0.9733802168053753,26.6,26.3,,88.2
2427,OAK,1,110,[],[],0.0,0.0,0.0,0.009387200010927054,0.6704109005120931,27.9,26.2,,90.1
2428,OAK,1,110,[],[],0.0,0.0,0.0,0.2416659230190766,0.1739760613049574,27.3,27.1,,87.5
2429,ATL,1,11,[],[3],0.0,0.0241355999999999,-0.0241355999999999,0.23601486604398753,0.208883301267596,,28.0,28.8,94.3
2430,TBA,1,11,"[3, 2]",[3],0.779,0.6828584,0.09614160000000005,0.4446599577769288,0.951739355252106,,26.1,28.4,88.2
2431,PHI,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.21642153716401902,0.9868103558473373,28.6,,26.6,88.2
2434,OAK,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.12241788774534722,0.9987056858479199,27.3,,27.2,98.3
2436,OAK,0,110,[],[],0.0,0.0,0.0,0.004187072357115825,0.22162952932545815,27.3,27.2,,98.3
2437,CHA,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.42638050094399554,0.9906954982677948,28.0,25.5,,88.2
2440,MIN,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.007549338806836783,0.9827186439993747,25.4,,26.6,95.3
2441,OAK,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9798302320944204,0.9994966137920119,,28.0,29.0,101.3
2442,OAK,0,110,[],[2],0.0,0.5010463999999999,-0.5010463999999999,0.13996716790450053,0.8062073460844983,27.2,29.0,,95.7
2443,BOS,0,101,[3],[],-0.0649999999999999,0.0,-0.0649999999999999,0.07926462079814761,0.9881356305511065,26.2,,25.2,88.2
2446,SFN,1,110,[],[],0.0,0.0,0.0,0.003392976868875065,0.04498445306627287,26.2,25.8,,95.3
2448,SFN,1,110,[],[],0.0,0.0,0.0,0.001508755389072687,0.005666127988554915,26.0,27.7,,95.3
2449,SFN,1,110,[],[],0.0,0.0,0.0,0.039111594026817596,0.026629013011519587,27.4,26.2,,95.3
2450,OAK,1,11,"[3, 2]","[2, 3]",0.779,0.7714724000000001,0.007527599999999968,0.9709414391213171,0.9855968511530419,,27.3,29.0,94.3
2451,TEX,1,101,[3],[3],0.7290000000000001,0.7039692000000001,0.02503080000000002,0.017426518128030165,0.9841844098913736,29.0,,27.8,95.3
2453,OAK,1,110,[],[],0.0,0.0,0.0,0.0021804020482840514,0.4000626221859901,26.0,25.3,,97.0
2456,OAK,1,110,[],[],0.0,0.0,0.0,0.027472471886741987,0.12875063224492375,27.9,26.2,,97.1
2459,OAK,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.5860378692990083,0.9973303960359922,27.1,27.3,,91.6
2461,OAK,0,110,[],[],0.0,0.0,0.0,0.12177000527561554,0.05955159077853609,29.0,26.9,,95.4
2464,OAK,1,101,[3],[3],0.7290000000000001,0.6789384,0.05006160000000004,0.004878033452620613,0.9333311282633815,26.9,,26.0,97.8
2466,SDN,0,11,"[3, 2]","[2, 3]",0.5589999999999999,0.5180667999999999,0.0409332,0.9798482447435937,0.9726867255238746,,29.3,28.5,88.2
2467,OAK,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.4870711485714694,0.9999240883244233,26.2,,27.9,89.4
2468,OAK,0,110,[],[],0.0,0.0,0.0,0.00213194242888315,0.03966908523390231,27.1,29.0,,89.5
2470,SEA,1,11,[],[3],0.0,0.5745752,-0.5745752,0.6528346507145605,0.8139728592342212,,28.6,29.6,88.2
2473,SEA,1,110,[],[],0.0,0.0,0.0,0.0003891528219270943,0.03551530447352162,29.6,26.7,,95.4
2474,COL,1,110,[],[],0.0,0.0,0.0,0.009966909864580296,0.20877200474983304,26.6,25.0,,95.0
2476,SEA,1,110,[],[2],0.0,0.0346815999999999,-0.0346815999999999,0.06170168606310745,0.9430645481890325,27.0,26.4,,94.3
2477,SEA,1,11,"[3, 2]","[2, 3]",0.779,0.779,0.0,0.9969893675784128,0.9996772909288444,,27.0,26.4,94.3
2478,SEA,1,11,[3],[3],0.737,0.7099291999999998,0.027070800000000173,0.09596312598104795,0.963077488608328,,28.8,28.6,93.7
2479,SEA,0,110,[],[2],0.0,0.4732207999999999,-0.4732207999999999,0.04348004157601732,0.7923238896521547,26.7,26.7,,92.0
2480,HOU,0,11,[],[],0.0,0.0,0.0,0.009034744819489966,0.19622933892627403,,29.4,26.6,97.9
2482,OAK,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.16570648176619623,0.9957743526287822,27.3,29.6,,95.0
2483,PIT,1,110,[2],[2],0.0549999999999999,0.0549999999999999,0.0,0.6093229244170082,0.9916710347945372,28.4,24.5,,93.1
2487,NYA,1,110,"[2, 1]",[2],0.1469999999999999,0.0245224,0.12247759999999991,0.16593888504253024,0.9070979529400293,27.7,25.1,,97.9
2488,NYA,1,110,[],[],0.0,0.0,0.0,0.057453792472583955,0.7693029703397083,27.3,27.7,,97.9
2489,MIA,1,11,"[3, 2]",[3],0.779,0.5745752,0.20442480000000007,0.1518770883789501,0.8326623712838922,,27.6,27.4,97.9
2490,SEA,0,110,[],[],0.0,0.0,0.0,0.002078325874719897,0.20370786640975497,29.6,26.7,,103.0
2491,SEA,1,101,[3],[3],0.7290000000000001,0.7290000000000001,0.0,0.09743290164622662,0.9997891636690556,25.0,,29.6,94.4
2492,WAS,1,110,[],[],0.0,0.0,0.0,0.0011140800526715728,0.00048660321293004486,25.8,25.1,,95.0
2494,WAS,1,110,[],[],0.0,0.0,0.0,0.0002464993227780537,0.008215496089387594,29.3,29.5,,97.9
2495,SEA,1,11,[],[],0.0,0.0,0.0,0.0009582162159369699,0.08907801610054232,,26.7,29.0,101.2
2496,TBA,0,11,[3],[3],0.28,0.28,0.0,0.4251202629563624,0.9893649587653225,,28.7,26.1,95.0
